chr	start	end	value
Chr01	445000	450000	0.4402
Chr01	450000	455000	0.454
Chr01	455000	460000	0.4556
Chr01	460000	465000	0.4842
Chr01	465000	470000	0.5046
Chr01	470000	475000	0.4712
Chr01	475000	480000	0.4944
Chr01	480000	485000	0.4492
Chr01	485000	490000	0.444
Chr01	490000	495000	0.4284
Chr01	495000	500000	0.4416
Chr01	500000	505000	0.442
Chr01	505000	510000	0.4368
Chr01	510000	515000	0.4624
Chr01	515000	520000	0.4576
Chr01	520000	525000	0.4552
Chr01	525000	530000	0.4372
Chr01	530000	535000	0.4478
Chr01	535000	540000	0.4608
Chr01	540000	545000	0.4444
Chr01	545000	550000	0.4406
Chr01	550000	555000	0.434
Chr01	555000	560000	0.4606
Chr01	560000	565000	0.4358
Chr01	565000	570000	0.4316
Chr01	570000	575000	0.4216
Chr01	575000	580000	0.4482
Chr01	580000	585000	0.451
Chr01	585000	590000	0.4912
Chr01	590000	595000	0.4638
Chr01	595000	600000	0.4296
Chr01	600000	605000	0.4438
Chr01	605000	610000	0.443
Chr01	610000	615000	0.459
Chr01	615000	620000	0.4814
Chr01	620000	625000	0.4854
Chr01	625000	630000	0.4256
Chr01	630000	635000	0.4928
Chr01	635000	640000	0.4506
Chr01	640000	645000	0.4932
Chr01	645000	650000	0.4734
Chr01	650000	655000	0.4858
Chr01	655000	660000	0.4634
Chr01	660000	665000	0.476
Chr01	665000	670000	0.4346
Chr01	670000	675000	0.449
Chr01	675000	680000	0.4374
Chr01	680000	685000	0.4482
Chr01	685000	690000	0.4722
Chr01	690000	695000	0.4206
Chr01	695000	700000	0.4252
Chr01	700000	705000	0.4148
Chr01	705000	710000	0.46
Chr01	710000	715000	0.4542
Chr01	715000	720000	0.4298
Chr01	720000	725000	0.407
Chr01	725000	730000	0.418
Chr01	730000	735000	0.428
Chr01	735000	740000	0.4382
Chr01	740000	745000	0.4548
Chr01	745000	750000	0.4842
Chr01	750000	755000	0.445
Chr01	755000	760000	0.4542
Chr01	760000	765000	0.4536
Chr01	765000	770000	0.4488
Chr01	770000	775000	0.4544
Chr01	775000	780000	0.46
Chr01	780000	785000	0.4278
Chr01	785000	790000	0.4646
Chr01	790000	795000	0.4452
Chr01	795000	800000	0.4226
Chr01	800000	805000	0.4908
Chr01	805000	810000	0.469
Chr01	810000	815000	0.4334
Chr01	815000	820000	0.4642
Chr01	820000	825000	0.4348
Chr01	825000	830000	0.472
Chr01	830000	835000	0.4542
Chr01	835000	840000	0.4362
Chr01	840000	845000	0.453
Chr01	845000	850000	0.4608
Chr01	850000	855000	0.445
Chr01	855000	860000	0.4398
Chr01	860000	865000	0.4776
Chr01	865000	870000	0.4564
Chr01	870000	875000	0.4678
Chr01	875000	880000	0.4544
Chr01	880000	885000	0.4734
Chr01	885000	890000	0.4874
Chr01	890000	895000	0.4882
Chr01	895000	900000	0.4686
Chr01	900000	905000	0.4436
Chr01	905000	910000	0.43
Chr01	910000	915000	0.4528
Chr01	915000	920000	0.4854
Chr01	920000	925000	0.4406
Chr01	925000	930000	0.4618
Chr01	930000	935000	0.447
Chr01	935000	940000	0.5136
Chr01	940000	945000	0.4532
Chr01	945000	950000	0.4214
Chr01	950000	955000	0.4698
Chr01	955000	960000	0.4744
Chr01	960000	965000	0.4602
Chr01	965000	970000	0.4302
Chr01	970000	975000	0.4568
Chr01	975000	980000	0.5096
Chr01	980000	985000	0.4284
Chr01	985000	990000	0.453
Chr01	990000	995000	0.4618
Chr01	995000	1000000	0.4382
Chr01	1000000	1005000	0.4484
Chr01	1005000	1010000	0.4314
Chr01	1010000	1015000	0.4462
Chr01	1015000	1020000	0.4826
Chr01	1020000	1025000	0.4356
Chr01	1025000	1030000	0.4576
Chr01	1030000	1035000	0.438
Chr01	1035000	1040000	0.4522
Chr01	1040000	1045000	0.239
Chr01	1045000	1050000	0.1582
Chr01	1050000	1055000	0.1932
Chr01	1055000	1060000	0.1966
Chr01	1060000	1065000	0.1936
Chr01	1065000	1070000	0.3464
Chr01	1070000	1075000	0.446
Chr01	1075000	1080000	0.4642
Chr01	1080000	1085000	0.4372
Chr01	1085000	1090000	0.475
Chr01	1090000	1095000	0.4586
Chr01	1095000	1100000	0.4188
Chr01	1100000	1105000	0.4522
Chr01	1105000	1110000	0.4696
Chr01	1110000	1115000	0.435
Chr01	1115000	1120000	0.4412
Chr01	1120000	1125000	0.463
Chr01	1125000	1130000	0.4986
Chr01	1130000	1135000	0.4684
Chr01	1135000	1140000	0.4328
Chr01	1140000	1145000	0.4292
Chr01	1145000	1150000	0.4442
Chr01	1150000	1155000	0.4432
Chr01	1155000	1160000	0.444
Chr01	1160000	1165000	0.4338
Chr01	1165000	1170000	0.4378
Chr01	1170000	1175000	0.4592
Chr01	1175000	1180000	0.46
Chr01	1180000	1185000	0.456
Chr01	1185000	1190000	0.4822
Chr01	1190000	1195000	0.4876
Chr01	1195000	1200000	0.4704
Chr01	1200000	1205000	0.434
Chr01	1205000	1210000	0.4308
Chr01	1210000	1215000	0.4548
Chr01	1215000	1220000	0.462
Chr01	1220000	1225000	0.4508
Chr01	1225000	1230000	0.4686
Chr01	1230000	1235000	0.4402
Chr01	1235000	1240000	0.436
Chr01	1240000	1245000	0.4356
Chr01	1245000	1250000	0.437
Chr01	1250000	1255000	0.4744
Chr01	1255000	1260000	0.47
Chr01	1260000	1265000	0.4664
Chr01	1265000	1270000	0.4558
Chr01	1270000	1275000	0.4562
Chr01	1275000	1280000	0.4586
Chr01	1280000	1285000	0.4478
Chr01	1285000	1290000	0.4472
Chr01	1290000	1295000	0.4436
Chr01	1295000	1300000	0.4446
Chr01	1300000	1305000	0.4642
Chr01	1305000	1310000	0.4318
Chr01	1310000	1315000	0.4484
Chr01	1315000	1320000	0.454
Chr01	1320000	1325000	0.4512
Chr01	1325000	1330000	0.4718
Chr01	1330000	1335000	0.4378
Chr01	1335000	1340000	0.4472
Chr01	1340000	1345000	0.4362
Chr01	1345000	1350000	0.4542
Chr01	1350000	1355000	0.4552
Chr01	1355000	1360000	0.4402
Chr01	1360000	1365000	0.4368
Chr01	1365000	1370000	0.437
Chr01	1370000	1375000	0.4574
Chr01	1375000	1380000	0.4488
Chr01	1380000	1385000	0.4304
Chr01	1385000	1390000	0.4232
Chr01	1390000	1395000	0.4594
Chr01	1395000	1400000	0.4868
Chr01	1400000	1405000	0.4456
Chr01	1405000	1410000	0.441
Chr01	1410000	1415000	0.4492
Chr01	1415000	1420000	0.4302
Chr01	1420000	1425000	0.4622
Chr01	1425000	1430000	0.4348
Chr01	1430000	1435000	0.4192
Chr01	1435000	1440000	0.4902
Chr01	1440000	1445000	0.507
Chr01	1445000	1450000	0.4762
Chr01	1450000	1455000	0.4544
Chr01	1455000	1460000	0.454
Chr01	1460000	1465000	0.4496
Chr01	1465000	1470000	0.4504
Chr01	1470000	1475000	0.432
Chr01	1475000	1480000	0.455
Chr01	1480000	1485000	0.4512
Chr01	1485000	1490000	0.4754
Chr01	1490000	1495000	0.4906
Chr01	1495000	1500000	0.4402
Chr01	1500000	1505000	0.452
Chr01	1505000	1510000	0.4408
Chr01	1510000	1515000	0.4398
Chr01	1515000	1520000	0.453
Chr01	1520000	1525000	0.4424
Chr01	1525000	1530000	0.435
Chr01	1530000	1535000	0.434
Chr01	1535000	1540000	0.436
Chr01	1540000	1545000	0.439
Chr01	1545000	1550000	0.4692
Chr01	1550000	1555000	0.4782
Chr01	1555000	1560000	0.4576
Chr01	1560000	1565000	0.431
Chr01	1565000	1570000	0.435
Chr01	1570000	1575000	0.4712
Chr01	1575000	1580000	0.4556
Chr01	1580000	1585000	0.4588
Chr01	1585000	1590000	0.422
Chr01	1590000	1595000	0.4882
Chr01	1595000	1600000	0.4084
Chr01	1600000	1605000	0.418
Chr01	1605000	1610000	0.4474
Chr01	1610000	1615000	0.4452
Chr01	1615000	1620000	0.4426
Chr01	1620000	1625000	0.438
Chr01	1625000	1630000	0.439
Chr01	1630000	1635000	0.439
Chr01	1635000	1640000	0.4408
Chr01	1640000	1645000	0.4314
Chr01	1645000	1650000	0.4816
Chr01	1650000	1655000	0.4672
Chr01	1655000	1660000	0.49
Chr01	1660000	1665000	0.4686
Chr01	1665000	1670000	0.4494
Chr01	1670000	1675000	0.4246
Chr01	1675000	1680000	0.4212
Chr01	1680000	1685000	0.4124
Chr01	1685000	1690000	0.4446
Chr01	1690000	1695000	0.4336
Chr01	1695000	1700000	0.4444
Chr01	1700000	1705000	0.4312
Chr01	1705000	1710000	0.4344
Chr01	1710000	1715000	0.4432
Chr01	1715000	1720000	0.4396
Chr01	1720000	1725000	0.4406
Chr01	1725000	1730000	0.4252
Chr01	1730000	1735000	0.4748
Chr01	1735000	1740000	0.453
Chr01	1740000	1745000	0.4414
Chr01	1745000	1750000	0.4826
Chr01	1750000	1755000	0.5018
Chr01	1755000	1760000	0.4502
Chr01	1760000	1765000	0.4802
Chr01	1765000	1770000	0.456
Chr01	1770000	1775000	0.4426
Chr01	1775000	1780000	0.441
Chr01	1780000	1785000	0.4334
Chr01	1785000	1790000	0.4536
Chr01	1790000	1795000	0.4304
Chr01	1795000	1800000	0.4446
Chr01	1800000	1805000	0.4306
Chr01	1805000	1810000	0.4506
Chr01	1810000	1815000	0.4642
Chr01	1815000	1820000	0.4522
Chr01	1820000	1825000	0.4608
Chr01	1825000	1830000	0.446
Chr01	1830000	1835000	0.4762
Chr01	1835000	1840000	0.4464
Chr01	1840000	1845000	0.4504
Chr01	1845000	1850000	0.4264
Chr01	1850000	1855000	0.4468
Chr01	1855000	1860000	0.427
Chr01	1860000	1865000	0.4678
Chr01	1865000	1870000	0.454
Chr01	1870000	1875000	0.4654
Chr01	1875000	1880000	0.4628
Chr01	1880000	1885000	0.4334
Chr01	1885000	1890000	0.4518
Chr01	1890000	1895000	0.4496
Chr01	1895000	1900000	0.4602
Chr01	1900000	1905000	0.4618
Chr01	1905000	1910000	0.4622
Chr01	1910000	1915000	0.4518
Chr01	1915000	1920000	0.455
Chr01	1920000	1925000	0.428
Chr01	1925000	1930000	0.4626
Chr01	1930000	1935000	0.4716
Chr01	1935000	1940000	0.4192
Chr01	1940000	1945000	0.4512
Chr01	1945000	1950000	0.4748
Chr01	1950000	1955000	0.4454
Chr01	1955000	1960000	0.4454
Chr01	1960000	1965000	0.4982
Chr01	1965000	1970000	0.431
Chr01	1970000	1975000	0.4424
Chr01	1975000	1980000	0.4532
Chr01	1980000	1985000	0.5034
Chr01	1985000	1990000	0.4654
Chr01	1990000	1995000	0.4298
Chr01	1995000	2000000	0.459
Chr01	2000000	2005000	0.5154
Chr01	2005000	2010000	0.4796
Chr01	2010000	2015000	0.4114
Chr01	2015000	2020000	0.4802
Chr01	2020000	2025000	0.4878
Chr01	2025000	2030000	0.4296
Chr01	2030000	2035000	0.4346
Chr01	2035000	2040000	0.4846
Chr01	2040000	2045000	0.452
Chr01	2045000	2050000	0.46
Chr01	2050000	2055000	0.4286
Chr01	2055000	2060000	0.4362
Chr01	2060000	2065000	0.4284
Chr01	2065000	2070000	0.4438
Chr01	2070000	2075000	0.4194
Chr01	2075000	2080000	0.4354
Chr01	2080000	2085000	0.4758
Chr01	2085000	2090000	0.4836
Chr01	2090000	2095000	0.4714
Chr01	2095000	2100000	0.465
Chr01	2100000	2105000	0.4688
Chr01	2105000	2110000	0.4684
Chr01	2110000	2115000	0.4748
Chr01	2115000	2120000	0.475
Chr01	2120000	2125000	0.4474
Chr01	2125000	2130000	0.4566
Chr01	2130000	2135000	0.4382
Chr01	2135000	2140000	0.4454
Chr01	2140000	2145000	0.4302
Chr01	2145000	2150000	0.4426
Chr01	2150000	2155000	0.4516
Chr01	2155000	2160000	0.4638
Chr01	2160000	2165000	0.4946
Chr01	2165000	2170000	0.423
Chr01	2170000	2175000	0.4764
Chr01	2175000	2180000	0.4636
Chr01	2180000	2185000	0.4874
Chr01	2185000	2190000	0.4916
Chr01	2190000	2195000	0.4548
Chr01	2195000	2200000	0.442
Chr01	2200000	2205000	0.4696
Chr01	2205000	2210000	0.4628
Chr01	2210000	2215000	0.4232
Chr01	2215000	2220000	0.4576
Chr01	2220000	2225000	0.4646
Chr01	2225000	2230000	0.472
Chr01	2230000	2235000	0.4426
Chr01	2235000	2240000	0.4528
Chr01	2240000	2245000	0.4668
Chr01	2245000	2250000	0.4706
Chr01	2250000	2255000	0.4312
Chr01	2255000	2260000	0.4606
Chr01	2260000	2265000	0.4556
Chr01	2265000	2270000	0.4838
Chr01	2270000	2275000	0.4796
Chr01	2275000	2280000	0.4646
Chr01	2280000	2285000	0.4396
Chr01	2285000	2290000	0.4648
Chr01	2290000	2295000	0.4506
Chr01	2295000	2300000	0.4576
Chr01	2300000	2305000	0.452
Chr01	2305000	2310000	0.4368
Chr01	2310000	2315000	0.4658
Chr01	2315000	2320000	0.474
Chr01	2320000	2325000	0.4472
Chr01	2325000	2330000	0.4818
Chr01	2330000	2335000	0.4934
Chr01	2335000	2340000	0.4424
Chr01	2340000	2345000	0.4506
Chr01	2345000	2350000	0.4428
Chr01	2350000	2355000	0.44
Chr01	2355000	2360000	0.4932
Chr01	2360000	2365000	0.4558
Chr01	2365000	2370000	0.4652
Chr01	2370000	2375000	0.4012
Chr01	2375000	2380000	0.4658
Chr01	2380000	2385000	0.4794
Chr01	2385000	2390000	0.4708
Chr01	2390000	2395000	0.4724
Chr01	2395000	2400000	0.4724
Chr01	2400000	2405000	0.4652
Chr01	2405000	2410000	0.479
Chr01	2410000	2415000	0.454
Chr01	2415000	2420000	0.4314
Chr01	2420000	2425000	0.443
Chr01	2425000	2430000	0.492
Chr01	2430000	2435000	0.4494
Chr01	2435000	2440000	0.4538
Chr01	2440000	2445000	0.4622
Chr01	2445000	2450000	0.4466
Chr01	2450000	2455000	0.4756
Chr01	2455000	2460000	0.4458
Chr01	2460000	2465000	0.4378
Chr01	2465000	2470000	0.463
Chr01	2470000	2475000	0.4666
Chr01	2475000	2480000	0.443
Chr01	2480000	2485000	0.5002
Chr01	2485000	2490000	0.4836
Chr01	2490000	2495000	0.4406
Chr01	2495000	2500000	0.4602
Chr01	2500000	2505000	0.43
Chr01	2505000	2510000	0.4634
Chr01	2510000	2515000	0.4848
Chr01	2515000	2520000	0.4796
Chr01	2520000	2525000	0.4482
Chr01	2525000	2530000	0.4646
Chr01	2530000	2535000	0.4478
Chr01	2535000	2540000	0.4348
Chr01	2540000	2545000	0.4356
Chr01	2545000	2550000	0.4666
Chr01	2550000	2555000	0.446
Chr01	2555000	2560000	0.469
Chr01	2560000	2565000	0.5136
Chr01	2565000	2570000	0.45
Chr01	2570000	2575000	0.4432
Chr01	2575000	2580000	0.4602
Chr01	2580000	2585000	0.433
Chr01	2585000	2590000	0.4696
Chr01	2590000	2595000	0.4816
Chr01	2595000	2600000	0.487
Chr01	2600000	2605000	0.4638
Chr01	2605000	2610000	0.4694
Chr01	2610000	2615000	0.4344
Chr01	2615000	2620000	0.4526
Chr01	2620000	2625000	0.4504
Chr01	2625000	2630000	0.4328
Chr01	2630000	2635000	0.4576
Chr01	2635000	2640000	0.4708
Chr01	2640000	2645000	0.477
Chr01	2645000	2650000	0.4604
Chr01	2650000	2655000	0.4992
Chr01	2655000	2660000	0.4746
Chr01	2660000	2665000	0.4928
Chr01	2665000	2670000	0.4538
Chr01	2670000	2675000	0.4514
Chr01	2675000	2680000	0.4576
Chr01	2680000	2685000	0.4392
Chr01	2685000	2690000	0.4388
Chr01	2690000	2695000	0.4828
Chr01	2695000	2700000	0.4868
Chr01	2700000	2705000	0.49
Chr01	2705000	2710000	0.4478
Chr01	2710000	2715000	0.4858
Chr01	2715000	2720000	0.4596
Chr01	2720000	2725000	0.4412
Chr01	2725000	2730000	0.4406
Chr01	2730000	2735000	0.4602
Chr01	2735000	2740000	0.4354
Chr01	2740000	2745000	0.4728
Chr01	2745000	2750000	0.4932
Chr01	2750000	2755000	0.437
Chr01	2755000	2760000	0.4524
Chr01	2760000	2765000	0.4648
Chr01	2765000	2770000	0.4888
Chr01	2770000	2775000	0.4846
Chr01	2775000	2780000	0.4482
Chr01	2780000	2785000	0.4926
Chr01	2785000	2790000	0.493
Chr01	2790000	2795000	0.456
Chr01	2795000	2800000	0.427
Chr01	2800000	2805000	0.4338
Chr01	2805000	2810000	0.4406
Chr01	2810000	2815000	0.4644
Chr01	2815000	2820000	0.4406
Chr01	2820000	2825000	0.4732
Chr01	2825000	2830000	0.448
Chr01	2830000	2835000	0.4752
Chr01	2835000	2840000	0.4622
Chr01	2840000	2845000	0.4728
Chr01	2845000	2850000	0.4352
Chr01	2850000	2855000	0.4486
Chr01	2855000	2860000	0.5004
Chr01	2860000	2865000	0.4206
Chr01	2865000	2870000	0.4568
Chr01	2870000	2875000	0.4628
Chr01	2875000	2880000	0.4326
Chr01	2880000	2885000	0.4708
Chr01	2885000	2890000	0.4492
Chr01	2890000	2895000	0.4424
Chr01	2895000	2900000	0.4342
Chr01	2900000	2905000	0.489
Chr01	2905000	2910000	0.5064
Chr01	2910000	2915000	0.4748
Chr01	2915000	2920000	0.4674
Chr01	2920000	2925000	0.4694
Chr01	2925000	2930000	0.4506
Chr01	2930000	2935000	0.4546
Chr01	2935000	2940000	0.4366
Chr01	2940000	2945000	0.4434
Chr01	2945000	2950000	0.452
Chr01	2950000	2955000	0.4246
Chr01	2955000	2960000	0.4578
Chr01	2960000	2965000	0.4416
Chr01	2965000	2970000	0.4792
Chr01	2970000	2975000	0.4368
Chr01	2975000	2980000	0.4574
Chr01	2980000	2985000	0.4368
Chr01	2985000	2990000	0.4546
Chr01	2990000	2995000	0.512
Chr01	2995000	3000000	0.4966
Chr01	3000000	3005000	0.4542
Chr01	3005000	3010000	0.4498
Chr01	3010000	3015000	0.4532
Chr01	3015000	3020000	0.4564
Chr01	3020000	3025000	0.4582
Chr01	3025000	3030000	0.4294
Chr01	3030000	3035000	0.4614
Chr01	3035000	3040000	0.439
Chr01	3040000	3045000	0.4804
Chr01	3045000	3050000	0.4736
Chr01	3050000	3055000	0.4296
Chr01	3055000	3060000	0.4512
Chr01	3060000	3065000	0.43
Chr01	3065000	3070000	0.4454
Chr01	3070000	3075000	0.4742
Chr01	3075000	3080000	0.4696
Chr01	3080000	3085000	0.4624
Chr01	3085000	3090000	0.45
Chr01	3090000	3095000	0.4708
Chr01	3095000	3100000	0.4506
Chr01	3100000	3105000	0.4428
Chr01	3105000	3110000	0.4686
Chr01	3110000	3115000	0.4392
Chr01	3115000	3120000	0.455
Chr01	3120000	3125000	0.4778
Chr01	3125000	3130000	0.4546
Chr01	3130000	3135000	0.4302
Chr01	3135000	3140000	0.4492
Chr01	3140000	3145000	0.4698
Chr01	3145000	3150000	0.4334
Chr01	3150000	3155000	0.5156
Chr01	3155000	3160000	0.431
Chr01	3160000	3165000	0.4614
Chr01	3165000	3170000	0.4498
Chr01	3170000	3175000	0.431
Chr01	3175000	3180000	0.4028
Chr01	3180000	3185000	0.4358
Chr01	3185000	3190000	0.451
Chr01	3190000	3195000	0.4648
Chr01	3195000	3200000	0.503
Chr01	3200000	3205000	0.455
Chr01	3205000	3210000	0.4616
Chr01	3210000	3215000	0.4904
Chr01	3215000	3220000	0.4594
Chr01	3220000	3225000	0.4288
Chr01	3225000	3230000	0.4758
Chr01	3230000	3235000	0.4524
Chr01	3235000	3240000	0.4404
Chr01	3240000	3245000	0.4468
Chr01	3245000	3250000	0.4602
Chr01	3250000	3255000	0.4868
Chr01	3255000	3260000	0.4686
Chr01	3260000	3265000	0.4526
Chr01	3265000	3270000	0.4548
Chr01	3270000	3275000	0.4772
Chr01	3275000	3280000	0.4964
Chr01	3280000	3285000	0.5106
Chr01	3285000	3290000	0.4708
Chr01	3290000	3295000	0.4778
Chr01	3295000	3300000	0.4228
Chr01	3300000	3305000	0.4332
Chr01	3305000	3310000	0.4678
Chr01	3310000	3315000	0.458
Chr01	3315000	3320000	0.4886
Chr01	3320000	3325000	0.4258
Chr01	3325000	3330000	0.4102
Chr01	3330000	3335000	0.435
Chr01	3335000	3340000	0.4616
Chr01	3340000	3345000	0.4324
Chr01	3345000	3350000	0.4498
Chr01	3350000	3355000	0.4368
Chr01	3355000	3360000	0.4546
Chr01	3360000	3365000	0.449
Chr01	3365000	3370000	0.4288
Chr01	3370000	3375000	0.4326
Chr01	3375000	3380000	0.4292
Chr01	3380000	3385000	0.4454
Chr01	3385000	3390000	0.4398
Chr01	3390000	3395000	0.4484
Chr01	3395000	3400000	0.452
Chr01	3400000	3405000	0.4302
Chr01	3405000	3410000	0.4382
Chr01	3410000	3415000	0.4448
Chr01	3415000	3420000	0.4576
Chr01	3420000	3425000	0.4644
Chr01	3425000	3430000	0.431
Chr01	3430000	3435000	0.4378
Chr01	3435000	3440000	0.4548
Chr01	3440000	3445000	0.4164
Chr01	3445000	3450000	0.444
Chr01	3450000	3455000	0.4496
Chr01	3455000	3460000	0.4708
Chr01	3460000	3465000	0.4484
Chr01	3465000	3470000	0.4446
Chr01	3470000	3475000	0.4362
Chr01	3475000	3480000	0.4572
Chr01	3480000	3485000	0.4398
Chr01	3485000	3490000	0.4502
Chr01	3490000	3495000	0.511
Chr01	3495000	3500000	0.4798
Chr01	3500000	3505000	0.4444
Chr01	3505000	3510000	0.433
Chr01	3510000	3515000	0.4672
Chr01	3515000	3520000	0.4348
Chr01	3520000	3525000	0.4368
Chr01	3525000	3530000	0.4396
Chr01	3530000	3535000	0.4736
Chr01	3535000	3540000	0.4706
Chr01	3540000	3545000	0.4864
Chr01	3545000	3550000	0.4678
Chr01	3550000	3555000	0.4244
Chr01	3555000	3560000	0.4324
Chr01	3560000	3565000	0.4378
Chr01	3565000	3570000	0.4438
Chr01	3570000	3575000	0.4336
Chr01	3575000	3580000	0.4398
Chr01	3580000	3585000	0.4396
Chr01	3585000	3590000	0.448
Chr01	3590000	3595000	0.4498
Chr01	3595000	3600000	0.43
Chr01	3600000	3605000	0.437
Chr01	3605000	3610000	0.4436
Chr01	3610000	3615000	0.4424
Chr01	3615000	3620000	0.434
Chr01	3620000	3625000	0.4766
Chr01	3625000	3630000	0.496
Chr01	3630000	3635000	0.465
Chr01	3635000	3640000	0.4398
Chr01	3640000	3645000	0.4516
Chr01	3645000	3650000	0.4914
Chr01	3650000	3655000	0.4746
Chr01	3655000	3660000	0.4508
Chr01	3660000	3665000	0.4442
Chr01	3665000	3670000	0.4726
Chr01	3670000	3675000	0.448
Chr01	3675000	3680000	0.4444
Chr01	3680000	3685000	0.4546
Chr01	3685000	3690000	0.4448
Chr01	3690000	3695000	0.4578
Chr01	3695000	3700000	0.4878
Chr01	3700000	3705000	0.4666
Chr01	3705000	3710000	0.4526
Chr01	3710000	3715000	0.4424
Chr01	3715000	3720000	0.4596
Chr01	3720000	3725000	0.47
Chr01	3725000	3730000	0.44
Chr01	3730000	3735000	0.445
Chr01	3735000	3740000	0.4362
Chr01	3740000	3745000	0.4138
Chr01	3745000	3750000	0.4134
Chr01	3750000	3755000	0.4236
Chr01	3755000	3758135	0.384689
Chr02	1	5000	0.3378
Chr02	5000	10000	0.4408
Chr02	10000	15000	0.4236
Chr02	15000	20000	0.4716
Chr02	20000	25000	0.451
Chr02	25000	30000	0.4806
Chr02	30000	35000	0.46
Chr02	35000	40000	0.4402
Chr02	40000	45000	0.4412
Chr02	45000	50000	0.475
Chr02	50000	55000	0.465
Chr02	55000	60000	0.52
Chr02	60000	65000	0.47
Chr02	65000	70000	0.514
Chr02	70000	75000	0.461
Chr02	75000	80000	0.485
Chr02	80000	85000	0.4752
Chr02	85000	90000	0.4314
Chr02	90000	95000	0.4482
Chr02	95000	100000	0.483
Chr02	100000	105000	0.471
Chr02	105000	110000	0.4482
Chr02	110000	115000	0.4592
Chr02	115000	120000	0.4614
Chr02	120000	125000	0.4634
Chr02	125000	130000	0.46
Chr02	130000	135000	0.4586
Chr02	135000	140000	0.4302
Chr02	140000	145000	0.4468
Chr02	145000	150000	0.4286
Chr02	150000	155000	0.4626
Chr02	155000	160000	0.4508
Chr02	160000	165000	0.4324
Chr02	165000	170000	0.449
Chr02	170000	175000	0.4626
Chr02	175000	180000	0.4142
Chr02	180000	185000	0.4622
Chr02	185000	190000	0.4368
Chr02	190000	195000	0.4352
Chr02	195000	200000	0.4874
Chr02	200000	205000	0.4484
Chr02	205000	210000	0.479
Chr02	210000	215000	0.4622
Chr02	215000	220000	0.459
Chr02	220000	225000	0.4516
Chr02	225000	230000	0.4234
Chr02	230000	235000	0.4438
Chr02	235000	240000	0.4588
Chr02	240000	245000	0.424
Chr02	245000	250000	0.4562
Chr02	250000	255000	0.4642
Chr02	255000	260000	0.4718
Chr02	260000	265000	0.4526
Chr02	265000	270000	0.4358
Chr02	270000	275000	0.4684
Chr02	275000	280000	0.489
Chr02	280000	285000	0.491
Chr02	285000	290000	0.4626
Chr02	290000	295000	0.4714
Chr02	295000	300000	0.4786
Chr02	300000	305000	0.4632
Chr02	305000	310000	0.4434
